"Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages"
"94901","STANDARD","SAN RAFAEL","CA","PRIMARY",37.97,-122.50,"NA-US-CA-SAN RAFAEL","false",21498,33561,1034324983
"94903","STANDARD","SAN RAFAEL","CA","PRIMARY",38.02,-122.54,"NA-US-CA-SAN RAFAEL","false",14328,23974,794700161
"94904","STANDARD","GREENBRAE","CA","PRIMARY",37.94,-122.56,"NA-US-CA-GREENBRAE","false",6122,10158,573733536
"94912","PO BOX","SAN RAFAEL","CA","PRIMARY",37.97,-122.50,"NA-US-CA-SAN RAFAEL","false",884,1403,27412330
"94913","PO BOX","SAN RAFAEL","CA","PRIMARY",38.02,-122.54,"NA-US-CA-SAN RAFAEL","false",,,
"94914","PO BOX","KENTFIELD","CA","PRIMARY",37.94,-122.53,"NA-US-CA-KENTFIELD","false",,,
"94915","PO BOX","SAN RAFAEL","CA","PRIMARY",37.95,-122.50,"NA-US-CA-SAN RAFAEL","false",503,710,15439176
"95401","STANDARD","SANTA ROSA","CA","PRIMARY",38.44,-122.78,"NA-US-CA-SANTA ROSA","false",15739,26704,552740852
"95402","PO BOX","SANTA ROSA","CA","PRIMARY",38.47,-122.60,"NA-US-CA-SANTA ROSA","false",2163,3300,70350742
"95403","STANDARD","SANTA ROSA","CA","PRIMARY",38.50,-122.76,"NA-US-CA-SANTA ROSA","false",19303,33257,836069618
"95404","STANDARD","SANTA ROSA","CA","PRIMARY",38.45,-122.68,"NA-US-CA-SANTA ROSA","false",17643,29799,818556211
"95405","STANDARD","SANTA ROSA","CA","PRIMARY",38.43,-122.67,"NA-US-CA-SANTA ROSA","false",10936,18155,471308229
"95406","PO BOX","SANTA ROSA","CA","PRIMARY",38.45,-122.72,"NA-US-CA-SANTA ROSA","false",523,849,16394682
"95407","STANDARD","SANTA ROSA","CA","PRIMARY",38.39,-122.75,"NA-US-CA-SANTA ROSA","false",14600,26764,494885664
"95409","STANDARD","SANTA ROSA","CA","PRIMARY",38.45,-122.59,"NA-US-CA-SANTA ROSA","false",13123,21790,497580731
"94965","STANDARD","SAUSALITO","CA","PRIMARY",37.84,-122.53,"NA-US-CA-SAUSALITO","false",6697,9393,426240692
"94966","PO BOX","SAUSALITO","CA","PRIMARY",37.86,-122.49,"NA-US-CA-SAUSALITO","false",635,831,22968416
"95565","STANDARD","SCOTIA","CA","PRIMARY",40.42,-124.01,"NA-US-CA-SCOTIA","false",447,853,13134306
"95472","STANDARD","SEBASTOPOL","CA","PRIMARY",38.40,-122.86,"NA-US-CA-SEBASTOPOL","false",13081,21680,493650051
"95473","PO BOX","SEBASTOPOL","CA","PRIMARY",38.40,-122.82,"NA-US-CA-SEBASTOPOL","false",993,1470,32661997
"95567","STANDARD","SMITH RIVER","CA","PRIMARY",41.93,-124.08,"NA-US-CA-SMITH RIVER","false",897,1663,27215875
"95476","STANDARD","SONOMA","CA","PRIMARY",38.24,-122.46,"NA-US-CA-SONOMA","false",14900,24893,627942566
"94080","STANDARD","SOUTH SAN FRANCISCO","CA","PRIMARY",37.65,-122.42,"NA-US-CA-SOUTH SAN FRANCISCO","false",30695,53242,1494580412
"94083","PO BOX","SOUTH SAN FRANCISCO","CA","PRIMARY",37.64,-122.41,"NA-US-CA-SOUTH SAN FRANCISCO","false",588,884,30587721
"95480","STANDARD","STEWARTS POINT","CA","PRIMARY",38.64,-123.37,"NA-US-CA-STEWARTS POINT","false",,,
"94970","STANDARD","STINSON BEACH","CA","PRIMARY",37.91,-122.66,"NA-US-CA-STINSON BEACH","false",386,583,16842807
"94085","STANDARD","SUNNYVALE","CA","PRIMARY",37.38,-122.01,"NA-US-CA-SUNNYVALE","false",9597,16831,620126925
"94086","STANDARD","SUNNYVALE","CA","PRIMARY",37.36,-122.02,"NA-US-CA-SUNNYVALE","false",21695,37637,1544674273
"94087","STANDARD","SUNNYVALE","CA","PRIMARY",37.35,-122.03,"NA-US-CA-SUNNYVALE","false",24646,46300,2107080441
"94088","PO BOX","SUNNYVALE","CA","PRIMARY",37.39,-122.03,"NA-US-CA-SUNNYVALE","false",919,1427,71257494
"94089","STANDARD","SUNNYVALE","CA","PRIMARY",37.42,-122.00,"NA-US-CA-SUNNYVALE","false",9775,16628,577538750
"95481","PO BOX","TALMAGE","CA","PRIMARY",39.12,-123.16,"NA-US-CA-TALMAGE","false",605,1221,13761889
"94971","PO BOX","TOMALES","CA","PRIMARY",38.24,-122.90,"NA-US-CA-TOMALES","false",,,
"95570","STANDARD","TRINIDAD","CA","PRIMARY",41.13,-124.04,"NA-US-CA-TRINIDAD","false",1180,1922,29399895
"95418","PO BOX","CALPELLA","CA","PRIMARY",39.15,-123.20,"NA-US-CA-CALPELLA","false",293,507,6792067
"95482","STANDARD","UKIAH","CA","PRIMARY",39.12,-123.28,"NA-US-CA-UKIAH","false",12402,21879,391619542
"95485","STANDARD","UPPER LAKE","CA","PRIMARY",39.26,-122.96,"NA-US-CA-UPPER LAKE","false",1112,1933,27555674
"95493","STANDARD","WITTER SPRINGS","CA","PRIMARY",39.20,-122.98,"NA-US-CA-WITTER SPRINGS","false",,,
"94972","STANDARD","VALLEY FORD","CA","PRIMARY",38.29,-122.94,"NA-US-CA-VALLEY FORD","false",,,
"95486","PO BOX","VILLA GRANDE","CA","PRIMARY",38.47,-123.03,"NA-US-CA-VILLA GRANDE","false",,,
"95487","PO BOX","VINEBURG","CA","PRIMARY",38.25,-122.45,"NA-US-CA-VINEBURG","false",276,470,8891097
"95571","PO BOX","WEOTT","CA","PRIMARY",40.31,-123.92,"NA-US-CA-WEOTT","false",,,
"95589","STANDARD","WHITETHORN","CA","PRIMARY",40.07,-123.92,"NA-US-CA-WHITETHORN","false",437,712,4848081
"95429","STANDARD","DOS RIOS","CA","PRIMARY",39.73,-123.33,"NA-US-CA-DOS RIOS","false",,,
"95490","STANDARD","WILLITS","CA","PRIMARY",39.49,-123.36,"NA-US-CA-WILLITS","false",5400,9434,145592603
"95573","STANDARD","WILLOW CREEK","CA","PRIMARY",40.94,-123.65,"NA-US-CA-WILLOW CREEK","false",754,1299,19718633
"95492","STANDARD","WINDSOR","CA","PRIMARY",38.53,-122.81,"NA-US-CA-WINDSOR","false",12633,23814,604519648
"94973","PO BOX","WOODACRE","CA","PRIMARY",38.00,-122.64,"NA-US-CA-WOODACRE","false",835,1339,33676939
"95494","STANDARD","YORKVILLE","CA","PRIMARY",38.88,-123.29,"NA-US-CA-YORKVILLE","false",,,
"95595","STANDARD","ZENIA","CA","PRIMARY",40.16,-123.40,"NA-US-CA-ZENIA","false",,,
"94501","STANDARD","ALAMEDA","CA","PRIMARY",37.77,-122.27,"NA-US-CA-ALAMEDA","false",29743,48387,1475345433
"94502","STANDARD","ALAMEDA","CA","PRIMARY",37.73,-122.24,"NA-US-CA-ALAMEDA","false",6749,12235,507032050
"94507","STANDARD","ALAMO","CA","PRIMARY",37.84,-121.97,"NA-US-CA-ALAMO","false",7482,14041,1010707959
"95002","PO BOX","ALVISO","CA","PRIMARY",37.44,-121.99,"NA-US-CA-ALVISO","false",976,1749,44848355
"94508","STANDARD","ANGWIN","CA","PRIMARY",38.57,-122.44,"NA-US-CA-ANGWIN","false",1325,2362,61940723
"94576","STANDARD","DEER PARK","CA","PRIMARY",38.55,-122.47,"NA-US-CA-DEER PARK","false",,,
"94509","STANDARD","ANTIOCH","CA","PRIMARY",37.99,-121.81,"NA-US-CA-ANTIOCH","false",25339,45524,970749701
"94531","STANDARD","ANTIOCH","CA","PRIMARY",37.96,-121.76,"NA-US-CA-ANTIOCH","false",16517,31488,904756056
"95001","PO BOX","APTOS","CA","PRIMARY",36.97,-121.89,"NA-US-CA-APTOS","false",1003,1526,42277293
"95003","STANDARD","APTOS","CA","PRIMARY",37.00,-121.87,"NA-US-CA-APTOS","false",11132,18954,594450968
"95004","STANDARD","AROMAS","CA","PRIMARY",36.87,-121.63,"NA-US-CA-AROMAS","false",1861,3420,83963950
"94510","STANDARD","BENICIA","CA","PRIMARY",38.11,-122.13,"NA-US-CA-BENICIA","false",13452,23802,817913219
"95005","STANDARD","BEN LOMOND","CA","PRIMARY",37.10,-122.08,"NA-US-CA-BEN LOMOND","false",2988,5137,151938700
"94701","PO BOX","BERKELEY","CA","PRIMARY",37.86,-122.27,"NA-US-CA-BERKELEY","false",264,359,9094211
"94702","STANDARD","BERKELEY","CA","PRIMARY",37.86,-122.28,"NA-US-CA-BERKELEY","false",8074,12254,345257117
"94703","STANDARD","BERKELEY","CA","PRIMARY",37.86,-122.27,"NA-US-CA-BERKELEY","false",9362,13904,389310890
"94704","STANDARD","BERKELEY","CA","PRIMARY",37.86,-122.25,"NA-US-CA-BERKELEY","false",5468,6826,177377060
"94705","STANDARD","BERKELEY","CA","PRIMARY",37.86,-122.24,"NA-US-CA-BERKELEY","false",7199,10879,545562777
"94706","STANDARD","ALBANY","CA","PRIMARY",37.88,-122.29,"NA-US-CA-ALBANY","false",9071,15637,483125235
"94707","STANDARD","BERKELEY","CA","PRIMARY",37.90,-122.28,"NA-US-CA-BERKELEY","false",6997,11820,470894772
"94708","STANDARD","BERKELEY","CA","PRIMARY",37.90,-122.26,"NA-US-CA-BERKELEY","false",6100,10062,456099830
"94709","STANDARD","BERKELEY","CA","PRIMARY",37.87,-122.26,"NA-US-CA-BERKELEY","false",5229,6899,216784666
"94710","STANDARD","BERKELEY","CA","PRIMARY",37.87,-122.30,"NA-US-CA-BERKELEY","false",3207,5142,129812667
"94712","PO BOX","BERKELEY","CA","PRIMARY",37.86,-122.26,"NA-US-CA-BERKELEY","false",,,
"94720","UNIQUE","BERKELEY","CA","PRIMARY",37.86,-122.25,"NA-US-CA-BERKELEY","false",452,536,8026006
"94511","PO BOX","BETHEL ISLAND","CA","PRIMARY",38.07,-121.62,"NA-US-CA-BETHEL ISLAND","false",1008,1583,27803378
"93920","STANDARD","BIG SUR","CA","PRIMARY",36.08,-121.60,"NA-US-CA-BIG SUR","false",692,1072,19074100
"94512","STANDARD","BIRDS LANDING","CA","PRIMARY",38.12,-121.81,"NA-US-CA-BIRDS LANDING","false",,,
"95006","STANDARD","BOULDER CREEK","CA","PRIMARY",37.16,-122.15,"NA-US-CA-BOULDER CREEK","false",4253,7182,260220173
